,Image,Review Text
160,['https://images-na.ssl-images-amazon.com/images/I/71xc8-xubuL._SY88.jpg'],"You shouldn't have to buy RPS to get strings you can bend.... I have been using Ernie Ball Super Slinkies since the 1980s. I love the feel and sound they produce. but I'm done. I have seen too many .09, .10 .11 and .13 strings slip and let go lately. Could it be that it is impossible or too expensive to make them with quality US-made steel?
The pictured string constantly dropped in pitch, making it unusable for playing in public and frustrating for practice.
C'mon Ernie Ball, make usable strings and I will return.
Any suggestions for other strings that feel and sound like Slinkies or Super Slinkies?
Edited for spelling, lol..."
2414,['https://images-na.ssl-images-amazon.com/images/I/71fOeeJedDL._SY88.jpg'],"First of all i would say that for the price, this is something you don't want to let pass. Dont be fooled for the size, these lights are just more than bright. I had some problems with one light out of 4, but customer service was able to help me asap. DMX controls, they work amazing. I would highly recommend these lights to anybody.  In the picture i added i have just one of them lights in purple, wich i used on for the floor.
Re-review: 9/26/16
Once again i reordered these lights and not just exceeds my expectations, but the take it to a whole new different experience. For the price you are not just getting a simple light, you are getting high quality light. They work just awsome with dmx programing, the features on the light it self are just beyond awsome. From strobe, to fade and sound activated feauture, they are just perfect.
I used them with dmx.
The light output its just bright, bright enough to get you right on you eyes and make you ""blind"" for a couple seconds, if looking directly at them.

So i highly recommend them to anyone."
734,['https://images-na.ssl-images-amazon.com/images/I/71vNRf0A+YL._SY88.jpg'],"A lot of the reviews for this are divided. ""Oh, it sounds great,"" and ""sounds like a s***ty gong"" come to mind. I bought it anyways. It is definitely a cheap buy, and still looks like an amazing cymbal. As for sound, it does sound pretty crappy. But it's still a great buy for beginner drummers, or drummer who just like to jam out in their basements/garage. Once you start to get a gig or two, you should consider going with a better cymbal

UPDATE: I've had the cymbal for about 1.5 years, and it's cracked to the point where I can't play it anymore. It's MOST likely because of the way I've been hitting it, and NOT because of crappy manufacturing. As I look at my old review I think I was a bit critical. I've grown to love the bright sound of this cymbal, and will probably buy another one"
1509,['https://images-na.ssl-images-amazon.com/images/I/71Q-f4yPLzL._SY88.jpg'],It's great for my Taylor 150e 12-string guitar.... My only issue is that the wand it came with had a tear in the microfiber duster.
2374,"['https://images-na.ssl-images-amazon.com/images/I/41nvP19+ULL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51gHZE9EJgL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fSCjbEUUL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/510wQLMUTBL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61M2pkK4aHL._SY88.jpg']","I got mine at a music store, not here, but wanted to give a review. First, it is a $40 uke... so people need to keep this in mind. I got it to play a campfires,  the beach, by my hot tub, etc. I am not expecting  it to sound like wood. Given that, I am very pleased. It is a great novelty item. People say theirs does not stay in tune, but mine does.  I can hang it on the wall and not touch it for several months. It  is still pretty much in tune, with some minor adjustment. But I would expect that from a wooden or more expensive one as well.  I added some miniature lights off Amazon and it certainly serves its purpose.  Enough light to see if I want to play in the dark, and also can be festive as well.  I have never regretted purchasing this."
2443,['https://images-na.ssl-images-amazon.com/images/I/71+aAnHYMHL._SY88.jpg'],"Product is very good quality, it very give the good signal, I am recommend this product to anyone who looking for. ."
1917,['https://images-na.ssl-images-amazon.com/images/I/51ymzMC0rSL._SY88.jpg'],"Awesome display, and covers a large area. Simple menu and many auto/sound activated programs to choose from(with and without strobe). Strap this to a 4Bar or GigBar IRC and add a small fog machine. Ordering another!"
2710,"['https://images-na.ssl-images-amazon.com/images/I/71QHUc+PMQL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71qSL7q0lqL._SY88.jpg']",What I ordered was MSP6100 SP Lifespan 80/20. But what I got was a package of 7050SW with a sticker on the backside reading 6100
3335,['https://images-na.ssl-images-amazon.com/images/I/71xENCWdsLL._SY88.jpg'],"I received this pedal as a gift.  A compressor is a subtle effect, but it has made a great addition to my pedal board.  The construction of the pedal is solid.  It adds character to chords and enhances leads.  I am currently using the pedal with the sustain at 1 o'clock, the attack at noon, and the volume at 10 o'clock.  The volume provides a very strong boost after 11 o'clock.  Overall, good pedal for the price.

  If you found this review helpful, please click helpful below."
1622,['https://images-na.ssl-images-amazon.com/images/I/81ft-LTAyRL._SY88.jpg'],It fits my les paul copy that isn't exactly yhe same size as the lp but i wanted to see if it fits and it does. My epiphone is in the shop so i might as well use it for my other guitar.
1685,['https://images-na.ssl-images-amazon.com/images/I/31Jh2jRb-5L._SY88.jpg'],"This is a first blush review and might not be helpful to readers outside of the United States.  I have plugged a variety of pedals into the JP-02 and all powered-up as expected.  The AC plug that goes into the wall or power strip is not designed for standard outlets found in the United States.  While this is not an inherent flaw, it is not stated clearly enough in the item description and I do not believe it can be seen in the photos.  JOYO does include a 2-prong adapter for use in the United States.  The adapter is much smaller than the power supply itself, which leaves the bottom of the power supply resting 1-5/8"" away from the outlet (see attached photo).  There simply doesn't seem to be enough surface contact between the base of the power supply and the outlet.  A few trips over the power cord could easily compromise the integrity of the adapter, AC plug and/or your outlet.  I have not yet decided whether or not to keep this."
1978,['https://images-na.ssl-images-amazon.com/images/I/81kc7eEmQ3L._SY88.jpg'],"Love the blue glow of the power supply on my pedal board.  I've only had it for a day so I don't know how it will hold up, but i'm sure it will be fine.  Comes with all of the cables to fully power your pedal board.  The A/C adapter cable is only 3 feet long so consider buying an extension chord or power strip to plug it into."
2163,"['https://images-na.ssl-images-amazon.com/images/I/41XukGNprEL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/419KBfUbvZL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41E6zkQT+OL._SY88.jpg']","Work well for a very reasonable price. Arms are padded well, so no damage to the neck or head.
As others have stated perhaps going into a stud with longer screws is more stable for heavier guitars. I went with a two inch wood screw into studs and these worked quite well."
3059,"['https://images-na.ssl-images-amazon.com/images/I/51+4W0g8OYL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mtIpkRy2L._SY88.jpg']","The cover is very beautiful, mainly the interior. One con I find is that it is too heavy and uncomfortable to transport.
The main reason why I rate it with 1 stars is that the first week of use (very careful) one of the hinges broke. I can not find another explanation than poor product quality"
760,"['https://images-na.ssl-images-amazon.com/images/I/71dBdPUg9qL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71SqlVymTlL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61QMBgwiyIL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61+YZmeModL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71rFOrKJSyL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61Uf7C75TDL._SY88.jpg']","Are too thin to load lights and not steady.
I have 2 Speaker Stands and you will see the difference on the pictures.
I had to return immediately.
Are not safe.
Package arrive with damage also."
2862,['https://images-na.ssl-images-amazon.com/images/I/61S7rq-+59L._SY88.jpg'],"Works well! And the free guitar picks don't hurt. Looks nicer than a standard silver/black capo, and functions just as well. Have used it for a few weeks now with no problems."
1391,"['https://images-na.ssl-images-amazon.com/images/I/716XJGl8DPL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71-52xPJWDL._SY88.jpg']","The way these are shipped all scrunched up may make you nervous, but don't worry. They'll be fine.

One thing to note, per the product description:
""High Quality Multi color foam for ball shape microphones.""

Somehow I missed that line before purchasing. These will fit nicely on an SM-58 or other handheld mic with a ball-type grill. They will slide right off an SM-57 or similar shaped mic. That's not a defect, just something you want to know. But at ~$2.00 for a five-pack, I have zero complaints.

And they WILL work on a straight shaped mic with the aid of a hair-tie, rubber band, gaff tape, etc. For size reference, see pic. I have the blue one on an SM-57. I even managed to get the yellow one to stretch over a Sennheiser e609 (this is of questionable usefulness, since it's pretty much exclusively an instrumental mic, but I figured I'd see if I could). They also fit well on my condenser mic (second pic), though they aren't as substantial as the foam cover that came with it.

All in all, would highly recommend these."
